SEGMENTO;-;
NOME DA INSTITUICAO;-;
CNPJ;-;
PAIS;Todos;
UF;-;
MUNICIPIO;-;
;
CNPJ;NOME DA INSTITUICAO;ENDERECO;COMPLEMENTO;BAIRRO;CEP;MUNICIPIO;UF;PAIS;DDD;FONE;SITE NA WEB;SITUAÇÃO;
2885855;"BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS";"RUA ANDRADE NEVES, 175";-;"CENTRO";"90010210";"PORTO ALEGRE";"RS";"Brasil";-;-;"https://www.badesul.com.br";"Autorizada em Atividade";
71045363;"BAMAQ ADMINISTRADORA DE CONSÓRCIOS LTDA";"AV ISRAEL PINHEIRO DA SILVA";"LOJA 20";"CENTRO";"34.300-000";"RIO ACIMA";"MG";"Brasil";-;-;"https://www.bamaqconsorcio.com.br";"Autorizada em Atividade";
48528314;"BAMAQ CAPITAL - SOCIEDADE DE CRÉDITO DIRETO S/A";"RODOVIA BR 381, N- 2111";"BLOCO A, ANDAR 01, SALA 05";"AMAZONAS";"32240090";"CONTAGEM";"MG";"Brasil";-;-;-;"Autorizada em Atividade";
;"BAMBOO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.";"R GOMES DE CARVALHO 1629";"CONJ 142";"VILA OLIMPIA";"04547006";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada sem Atividade";
28195667;"BANCO ABC BRASIL S.A.";"AVENIDA CIDADE JARDIM, 803";"2- ANDAR";"ITAIM BIBI";"01453000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.abcbrasil.com.br";"Autorizada em Atividade";
3532415;"BANCO ABN AMRO CLEARING S.A.";"RUA FIDENCIO RAMOS  302 308";"11  ANDAR  CONJUNTO 111";"VILA OLIMPIA";"04551010";"SAO PAULO";"SP";"Brasil";-;-;"https://www.abnamro.com/br/pt/home";"Autorizada em Atividade";
4814563;"BANCO AFINZ S.A. - BANCO MÚLTIPLO";"RUA QUINZE DE NOVEMBRO  45";"6  ANDAR";"CENTRO";"18010080";"SOROCABA";"SP";"Brasil";-;-;"https://www.afinz.com.br";"Autorizada em Atividade";
10664513;"BANCO AGIBANK S.A.";"RUA SERGIO FERNANDES BORGES SOARES, 1000";"PREDIO 12 E-1";"DISTRITO INDUSTRIAL";"13054709";"CAMPINAS";"SP";"Brasil";-;-;"https://www.agibank.com.br";"Autorizada em Atividade";
60770336;"BANCO ALFA DE INVESTIMENTO S.A.";"AVENIDA PAULISTA 2.150";"17 ANDAR";"BELA VISTA";"01310300";"SAO PAULO";"SP";"Brasil";-;-;"https://www.safra.com.br/chat-ouvidoria.htm";"Autorizada em Atividade";
3323840;"BANCO ALFA S.A.";"AVENIDA PAULISTA, 2.150";"17 ANDAR";"BELA VISTA";"01310300";"SAO PAULO";"SP";"Brasil";-;-;"https://www.safra.com.br/chat-ouvidoria.htm";"Autorizada em Atividade";
48795256;"BANCO ANDBANK (BRASIL) S.A.";"AVENIDA BRIGADEIRO FARIA LIMA  2179";"8  ANDAR";"JARDIM PAULISTANO";"01452000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.andbank.com.br";"Autorizada em Atividade";
54403563;"BANCO ARBI S.A.";"AVENIDA NIEMEYER Nº 02";"TERREO, PARTE";"LEBLON";"22450220";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.bancoarbi.com.br";"Autorizada em Atividade";
997185;"BANCO B3 S.A.";"RUA JOÃO BRÍCOLA, 59";"4- ANDAR";"CENTRO";"01014010";"SAO PAULO";"SP";"Brasil";-;-;"https://www2.bmfbovespa.com.br/bancob3/pt-br/index.html";"Autorizada em Atividade";
10866788;"BANCO BANDEPE S.A.";"AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK  2041";"CJ 111  PARTE 1  BLOCO A  COND  WTORRE JK";"VILA NOVA CONCEICAO";"04543011";"SAO PAULO";"SP";"Brasil";-;-;"https://www.santander.com.br";"Autorizada em Atividade";
556603;"BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A.";"AV  SETE DE SETEMBRO  4781";"CONJUNTO 02";"AGUA VERDE";"80250205";"CURITIBA";"PR";"Brasil";-;-;"https://www.bancobari.com.br";"Autorizada em Atividade";
15124464;"BANCO BESA S.A.";"AV PRES JUSCELINO KIBITSCHEK, N- 1830";"EDIF. SAO LUIZ-    TORRE 3-     1- ANDAR";"VILA NOVA CONCEICAO";"04543900";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
50585090;"BANCO BMG CONSIGNADO S.A.";"PRESIDENTE JUSCELINO KUBITSCHEK, N- 1830";"SL 101, PARTE, BL 01, 10- ANDAR, COND. SÃO LUIZ";"VL NOVA CONCEIÇÃO";"04543000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancobmg.com.br/sobre-bmg/consignado-sa/";"Autorizada em Atividade";
61186680;"BANCO BMG S.A.";"AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK  N 1830";"9  10 E 14 ANDARES   PARTE COND ED S LUIZ";"VILA NOVA CONCEICAO";"04543000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancobmg.com.br";"Autorizada em Atividade";
62421979;"BANCO BMG SOLUÇÕES FINANCEIRAS S.A.";"AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, N- 1830";"SL 102, PARTE, BL 02, 10- ANDAR, COND ED SÃO LUIZ";"VL NOVA CONCEIÇÃO";"04543000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancobmg.com.br/sobre-bmg/solucoes-financeiras/";"Autorizada em Atividade";
1522368;"BANCO BNP PARIBAS BRASIL S.A.";"AV PRES JUSCELINO KUBITSCHEK, 1909 - TORRE SUL";"9- A 11- ANDARES";"VILA NOVA CONCEIÇÃO";"04543011";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bnpparibas.com.br";"Autorizada em Atividade";
15114366;"BANCO BOCOM BBM S.A.";"RUA EWERTON VISCO 290";"EDIFÍCIO BOULEVARD SIDE EMPRESARIAL SALA 809";"CAMINHO DAS ÁRVORES";"41820022";"SALVADOR";"BA";"Brasil";-;-;"https://www.bocombbm.com.br";"Autorizada em Atividade";
4184779;"BANCO BRADESCARD S.A.";"NÚCLEO CIDADE DE DEUS";"PRÉDIO PRATA, 4- ANDAR";"VILA YARA";"06029900";"OSASCO";"SP";"Brasil";-;-;"https://www.bradescard.com.br";"Autorizada em Atividade";
6271464;"BANCO BRADESCO BBI S.A.";"NUCLEO CIDADE DE DEUS  PREDIO PRATA";"4  ANDAR";"VILA YARA";"06029900";"OSASCO";"SP";"Brasil";-;-;"https://www.bradescobbi.com.br";"Autorizada em Atividade";
33147315;"BANCO BRADESCO BERJ S.A.";"NUCLEO CIDADE DE DEUS";"PREDIO PRATA  4  ANDAR";"VILA YARA";"06029900";"OSASCO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
7207996;"BANCO BRADESCO FINANCIAMENTOS S.A.";"NUCLEO CIDADE DE DEUS  S N";"PREDIO PRATA  4  ANDAR";"VILA YARA";"06029900";"OSASCO";"SP";"Brasil";-;-;"https://financiamentos.bradesco";"Autorizada em Atividade";
60746948;"BANCO BRADESCO S.A.";"NUCLEO CIDADE DE DEUS  S N";"PREDIO VERMELHO  4  ANDAR";"VILA YARA";"06029900";"OSASCO";"SP";"Brasil";-;-;"https://banco.bradesco/";"Autorizada em Atividade";
1852137;"BANCO BRASILEIRO DE CRÉDITO SOCIEDADE ANÔNIMA";"RUA DR. RENATO PAES DE BARROS,1017";"10° ANDAR -EDIFÍCIO CORPORATE PARK";"ITAIM BIBI";"04530001";"SAO PAULO";"SP";"Brasil";-;-;"https://bancobbcdigital.com.br/";"Autorizada em Atividade";
71027866;"BANCO BS2 S.A.";"AVENIDA RAJA GABAGLIA, 1.143";"16 ANDAR";"LUXEMBURGO";"30380403";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://wa.me/31971440936";"Autorizada em Atividade";
30306294;"BANCO BTG PACTUAL S.A.";"PRAIA DE BOTAFOGO  501  5  E 6  ANDARES";"TORRE CORCOVADO";"BOTAFOGO";"22250040";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.btgpactual.com/apoio-ao-cliente.html";"Autorizada em Atividade";
1858774;"BANCO BV S.A.";"AVENIDA DAS NACOES UNIDAS   14171";"TORRE A  12 ANDAR   PARTE";"VILA GERTRUDES";"04794000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bv.com.br/";"Autorizada em Atividade";
61348538;"BANCO C6 CONSIGNADO S.A.";"AVENIDA NOVE DE JULHO 3148";-;"JARDIM PAULISTA";"01406000";"SAO PAULO";"SP";"Brasil";-;-;"https://api.whatsapp.com/send?phone=551128895367";"Autorizada em Atividade";
31872495;"BANCO C6 S.A.";"AVENIDA NOVE DE JULHO  3186";-;"JARDIM PAULISTA";"01406000";"SAO PAULO";"SP";"Brasil";-;-;"https://api.whatsapp.com/send?phone=551128895367";"Autorizada em Atividade";
33466988;"BANCO CAIXA GERAL - BRASIL S.A.";"AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, N- 1830";"13- ANDAR, CONJ. 132 - BLOCO 2";"VILA NOVA CONCEIÇÃO";"04543900";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bcgbrasil.com.br";"Autorizada em Atividade";
3609817;"BANCO CARGILL S.A.";"AVENIDA DR  CHUCRI ZAIDAN";"1 240   8 ANDAR";"VILA SAO FRANCISCO";"04711130";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancocargill.com.br";"Autorizada em Atividade";
2658435;"BANCO CATERPILLAR S.A.";"AVENIDA DAS NACOES UNIDAS, 14171";"ED. TORRE B MARBLE - 10- - ANDAR";"VILA GERTRUDES";"04794000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.catfinancial.com.br";"Autorizada em Atividade";
33132044;"BANCO CEDULA S.A.";"RUA GONCALVES DIAS, 65 A 67";-;"CENTRO";"20050030";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.bancocedula.com.br";"Autorizada em Atividade";
33479023;"BANCO CITIBANK S.A.";"AV  PAULISTA 1111   2  ANDAR";"PARTE";"BELA VISTA";"01311920";"SAO PAULO";"SP";"Brasil";-;-;"https://www.citibank.com.br";"Autorizada em Atividade";
31597552;"BANCO CLASSICO S.A.";"RUA VINICIUS DE MORAES, 266";-;"IPANEMA";"22411010";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://bancoclassico.com.br";"Autorizada em Atividade";
2992446;"BANCO CNH INDUSTRIAL CAPITAL S.A.";"AV JUSCELINO KUBITSCHEK DE OLIVEIRA";"11825   PARTE";"CIC";"81450903";"CURITIBA";"PR";"Brasil";-;-;"https://www.cnhindustrialcapital.com/pt_br";"Autorizada em Atividade";
2038232;"BANCO COOPERATIVO SICOOB S.A. - BANCO SICOOB";"SIG - SETOR DE INDÚSTRIAS GRÁFICAS, QUADRA 06";"NÚMERO 2.080";"SIG";"70610460";"BRASILIA";"DF";"Brasil";-;-;"https://www.sicoob.com.br";"Autorizada em Atividade";
1181521;"BANCO COOPERATIVO SICREDI S.A.";"AV. ASSIS BRASIL, 3940 - 12- ANDAR";-;"SÃO SEBASTIÃO";"91060900";"PORTO ALEGRE";"RS";"Brasil";-;-;"https://www.sicredi.com.br";"Autorizada em Atividade";
61033106;"BANCO CREFISA S.A.";"RUA CANADA 390";-;"JARDIM AMERICA";"01436000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.crefisa.com.br";"Autorizada em Atividade";
75647891;"BANCO CRÉDIT AGRICOLE BRASIL S.A.";"AVENIDA BRIGADEIRO FARIA LIMA 3900";"9 ANDAR";"ITAIM BIBI";"04538132";"SAO PAULO";"SP";"Brasil";-;-;"https://www.ca-cib.com.br";"Autorizada em Atividade";
8357240;"BANCO CSF S.A.";"AVENIDA DOUTORA RUTH CARDOSO 4777";"CONDOMÍNIO EDIFÍCIO VILLA LOBOS - 2 ANDAR";"JD. UNIV. PINHEIROS";"05477903";"SAO PAULO";"SP";"Brasil";-;-;"https://www.carrefoursolucoes.com.br";"Autorizada em Atividade";
4902979;"BANCO DA AMAZONIA S.A.";"AV. PRESIDENTE VARGAS, 800";-;"CAMPINA";"66017000";"BELEM";"PA";"Brasil";-;-;"https://www.bancoamazonia.com.br";"Autorizada em Atividade";
10690848;"BANCO DA CHINA BRASIL S.A.";"AV. PAULISTA, 901";"14- ANDAR";"BELA VISTA";"01311100";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bankofchina.com/br/pt/";"Autorizada em Atividade";
62232889;"BANCO DAYCOVAL S.A.";"AV.  PAULISTA  N- 1793";-;"BELA VISTA";"01311200";"SAO PAULO";"SP";"Brasil";-;-;"https://www.daycoval.com.br";"Autorizada em Atividade";
38486817;"BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG";"RUA DA BAHIA, 1600";-;"LOURDES";"30160907";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.bdmg.mg.gov.br";"Autorizada em Atividade";
28145829;"BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S.A.";"AV. PRINCESA ISABEL, 54, ED. CAPARAÓ";"TÉRREO, MEZANINO E  2- AO 14- ANDAR";"CENTRO";"29010906";"VITORIA";"ES";"Brasil";-;-;"https://www.bandes.com.br";"Autorizada em Atividade";
33987793;"BANCO DE INVESTIMENTOS UBS (BRASIL) S.A.";"RUA LEOPOLDO COUTO DE MAGALHÃES JR., 700";"10- ANDAR (PARTE  E 12- A 14- ANDARES (PARTES";"ITAIM BIBI";"04541000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.ubs.com/br/pt.html";"Autorizada em Atividade";
33042151;"BANCO DE LA NACION ARGENTINA";"AV. PAULISTA, 2319";-;"CERQUEIRA CESAR";"01311300";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bnabr.com.br";"Autorizada em Atividade";
44189447;"BANCO DE LA PROVINCIA DE BUENOS AIRES";"RUA LIBERO BADARO, 425, 26. ANDAR";-;"CENTRO";"01009000";"SAO PAULO";"SP";"Brasil";-;-;-;"Autorizada em Atividade";
5040481;"BANCO DE LAGE LANDEN BRASIL S.A.";"RUA SOLEDADE, N° 550";"8° ANDAR";"PETRÓPOLIS";"90470340";"PORTO ALEGRE";"RS";"Brasil";-;-;"https://www.bancodll.com.br";"Autorizada em Atividade";
92874270;"BANCO DIGIMAIS S.A.";"RUA ARIZONA, 1426";"9 ANDAR - CONJUNTOS 91 E 92";"CIDADE MONÇÕES";"04567003";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancodigimais.com.br";"Autorizada em Atividade";
27098060;"BANCO DIGIO S.A.";"ALAMEDA XINGU, 512";"7 E 10 AND, PARTE, EDIF COND EVOLUTION CORPORATE";"ALPHAVILLE";"06455030";"BARUERI";"SP";"Brasil";-;-;"https://www.digio.com.br";"Autorizada em Atividade";
0;"BANCO DO BRASIL S.A.";"SAUN QUADRA 5  BLOCO B  TORRE SUL  4  ANDAR";"EDIFICIO BANCO DO BRASIL";"ASA NORTE";"70040912";"BRASILIA";"DF";"Brasil";-;-;"https://www.bb.com.br";"Autorizada em Atividade";
13009717;"BANCO DO ESTADO DE SERGIPE S.A.";"RUA OLIMPIO DE SOUZA CAMPOS JUNIOR  31";"CENTRO ADMINISTRATIVO";"INACIO BARBOSA";"49040840";"ARACAJU";"SE";"Brasil";-;-;"https://www.banese.com.br";"Autorizada em Atividade";
4913711;"BANCO DO ESTADO DO PARÁ S.A.";"AV. PRESIDENTE VARGAS, 251";"EDF. BANPARÁ, 4- ANDAR";"CAMPINA";"66010000";"BELEM";"PA";"Brasil";-;-;"https://www.banpara.b.br";"Autorizada em Atividade";
92702067;"BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.";"RUA CAPITAO MONTANHA  177";-;"CENTRO";"90018900";"PORTO ALEGRE";"RS";"Brasil";-;-;"https://www.banrisul.com.br";"Autorizada em Atividade";
7237373;"BANCO DO NORDESTE DO BRASIL S.A.";"AVENIDA DR. SILAS MUNGUBA";"5700";"PASSARE";"60743902";"FORTALEZA";"CE";"Brasil";-;-;"https://www.bnb.gov.br";"Autorizada em Atividade";
33644196;"BANCO FATOR S.A.";"RUA DR  RENATO PAES DE BARROS  N  1017";"12  ANDAR";"ITAIM BIBI";"04530001";"SAO PAULO";"SP";"Brasil";-;-;"https://www.fator.com.br";"Autorizada em Atividade";
58616418;"BANCO FIBRA S.A.";"AVENIDA DOUTORA RUTH CARDOSO, N. 8.501";"14 E 15 ANDAR (PARTE  EDF. ELDORADO BUSINESS TOWER";"PINHEIROS";"05425070";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancofibra.com.br";"Autorizada em Atividade";
11758741;"BANCO FINAXIS S.A.";"RUA PASTEUR  463";"11 ANDAR";"AGUA VERDE";"80250104";"CURITIBA";"PR";"Brasil";-;-;"https://www.finaxis.com.br";"Autorizada em Atividade";
45246410;"BANCO GENIAL S.A.";"PRAIA DE BOTAFOGO, N 228";"SALA 907 PARTE";"BOTAFOGO";"22250906";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.genial.com.vc";"Autorizada em Atividade";
59274605;"BANCO GM S.A.";"AVENIDA DAS NAÇÕES UNIDAS, 12.495";"TORRE A, 6, 10 E 11 ANDARES";"BROOKLIN PAULISTA";"04578000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.chevroletsf.com.br";"Autorizada em Atividade";
31880826;"BANCO GUANABARA S.A.";"AVENIDA DAS AMERICAS, 3434";"BLOCO 6 - 5- ANDAR";"BARRA DA TIJUCA";"22640102";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.bancoguanabara.com.br";"Autorizada em Atividade";
3634220;"BANCO HONDA S.A.";"RUA DOUTOR JOSE AUREO BUSTAMANTE   377";"3  ANDAR";"SANTO AMARO";"04710090";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancohonda.com.br";"Autorizada em Atividade";
53518684;"BANCO HSBC S.A.";"AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 1909";"TORRE NORTE, 19 ANDAR, COND SP CORPORATE TOWERS";"VILA OLIMPIA";"04551060";"SAO PAULO";"SP";"Brasil";-;-;"https://www.hsbc.com.br";"Autorizada em Atividade";
30172491;"BANCO HYUNDAI CAPITAL BRASIL S.A.";"AVENIDA DAS NACOES UNIDAS  14 171";"24  ANDAR";"VILA GERTRUDES";"04794000";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bhcb.com.br/";"Autorizada em Atividade";
34270520;"BANCO IBM S.A.";"AVENIDA REPUBLICA DO CHILE  330";"12  ANDAR  BLOCO 2  SALA 1201 PARTE 3";"CENTRO";"20031170";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.ibm.com.br";"Autorizada em Atividade";
4866275;"BANCO INBURSA S.A.";"RUA HENRI DUNANT, 780";"ANDAR 6 EDIF TORRE B";"SANTO AMARO";"04709110";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancoinbursa.com.br";"Autorizada em Atividade";
33588252;"BANCO INDUSCRED DE INVESTIMENTO S.A.";"ALAMEDA SANTOS  1357";"MEZANINO";"CERQUEIRA CESAR";"01419908";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancoinduscred.com.br";"Autorizada em Atividade";
31895683;"BANCO INDUSTRIAL DO BRASIL S.A.";"AV  PRES  JUSCELINO KUBITSCHEK  1703";-;"VILA NOVA CONCEICAO";"04543901";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bib.com.br";"Autorizada em Atividade";
416968;"BANCO INTER S.A.";"AVENIDA BARBACENA  1 219";-;"SANTO AGOSTINHO";"30190131";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://intergo.app/a8e68832";"Autorizada em Atividade";
61182408;"BANCO INVESTCRED UNIBANCO S.A.";"AVENIDA DR. HUGO BEOLCHI, 788";-;"VILA GUARANI";"04310030";"SAO PAULO";"SP";"Brasil";-;-;"https://www.itau.com.br";"Autorizada em Atividade";
60394079;"BANCO ITAUBANK S.A.";"PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA, 100";"TORRE CONCEIÇÃO - 9- ANDAR";"PARQUE JABAQUARA";"04344902";"SAO PAULO";"SP";"Brasil";-;-;"https://www.itau.com.br";"Autorizada em Atividade";
17192451;"BANCO ITAUCARD S.A.";"PRACA ALFREDO EGYDIO DE SOUZA ARANHA  100";"TORRE OLAVO SETUBAL  7  ANDAR  PARTE";"PARQUE JABAQUARA";"04344902";"SAO PAULO";"SP";"Brasil";-;-;"https://www.itau.com.br/cartoes";"Autorizada em Atividade";
33885724;"BANCO ITAÚ CONSIGNADO S.A.";"PRACA ALFREDO EGYDIO DE SOUZA ARANHA 100";"TORRE CONCEICAO   9  ANDAR";"PARQUE JABAQUARA";"04344902";"SAO PAULO";"SP";"Brasil";-;-;"https://www.itau.com.br";"Autorizada em Atividade";
61190658;"BANCO ITAÚ VEÍCULOS S.A.";"RUA TENENTE MAURO DE MIRANDA  36";"BLOCO D  8  ANDAR  PARTE";"PARQUE JABAQUARA";"04345030";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancofiat.com.br";"Autorizada em Atividade";
3017677;"BANCO J. SAFRA S.A.";"AVENIDA PAULISTA";"N  2150";"BELA VISTA";"01310300";"SAO PAULO";"SP";"Brasil";-;-;"https://www.safra.com.br/chat-ouvidoria.htm";"Autorizada em Atividade";
33172537;"BANCO J.P. MORGAN S.A.";"AV BRIGADEIRO FARIA LIMA  3729";"6 PTE  10 PTE  11   12 PTE  13 PTE  14  E 15";"ITAIM BIBI";"04538905";"SAO PAULO";"SP";"Brasil";-;-;"https://www.jpmorgan.com";"Autorizada em Atividade";
91884981;"BANCO JOHN DEERE S.A.";"RODOVIA ENGENHEIRO ERMENIO OLIVEIRA PENTEADO";"TORRE 1, KM 57,5 S/N";"HELVÉTIA";"13337300";"INDAIATUBA";"SP";"Brasil";-;-;"https://www.deere.com.br/pt/financiamento/banco-john-deere/";"Autorizada em Atividade";
7656500;"BANCO KDB DO BRASIL S.A.";"AV. BRIGADEIRO FARIA LIMA, 3400";"15- ANDAR  CONJUNTO 152";"ITAIM BIBI";"04538132";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancokdb.com.br/home.html";"Autorizada em Atividade";
2318507;"BANCO KEB HANA DO BRASIL S.A.";"AV DR  CHUCRI ZAIDAN  940";"18  ANDAR   CONJUNTO 181";"VILA CORDEIRO";"04583110";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancokebhana.com.br";"Autorizada em Atividade";
23903068;"BANCO KOMATSU DO BRASIL S.A.";"AVENIDA MANUEL BANDEIRA, 291";"BLOCO D - CONJ 11 - COND ATLAS OFFICE PARK";"VILA LEOPOLDINA";"05317020";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancokomatsu.com.br";"Autorizada em Atividade";
33254319;"BANCO LOSANGO S.A. - BANCO MÚLTIPLO";"RUA SENADOR DANTAS  61";-;"CENTRO";"20031202";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www2.losango.com.br";"Autorizada em Atividade";
59118133;"BANCO LUSO BRASILEIRO S.A.";"RUA PASCOAL PAIS, 525";"14- ANDAR";"VILA CORDEIRO";"04581060";"SAO PAULO";"SP";"Brasil";-;-;"https://www.lusobrasileiro.com.br";"Autorizada em Atividade";
34169557;"BANCO MERCANTIL DE INVESTIMENTOS S/A";"RUA RIO DE JANEIRO, 654 -";-;"CENTRO";"30160912";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.mercantil.com.br";"Autorizada em Atividade";
17184037;"BANCO MERCANTIL DO BRASIL S.A.";"AVENIDA DO CONTORNO, 5800";"EDIFÍCIO STATEMENT, 11- AO 15- ANDAR";"SAVASSI";"30110042";"BELO HORIZONTE";"MG";"Brasil";-;-;"https://www.mercantil.com.br";"Autorizada em Atividade";
60814191;"BANCO MERCEDES-BENZ DO BRASIL S.A.";"AVENIDA ALFRED JURZYKOWSKI 562";"PRÉDIO 20, 2- ANDAR";"PAULICEIA";"09680900";"SAO BERNARDO DO CAMPO";"SP";"Brasil";-;-;"https://www.bancomercedesbenz.com.br";"Autorizada em Atividade";
61088183;"BANCO MIZUHO DO BRASIL S.A.";"AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK  N  2041";"7  ANDAR  TORRE E";"VILA OLIMPIA";"04543011";"SAO PAULO";"SP";"Brasil";-;-;"https://www.mizuhobank.com/brazil/pt/";"Autorizada em Atividade";
7441209;"BANCO MONEO S.A.";"AV. RIO BRANCO, 4889";"4º ANDAR";"ANA RECH";"95060145";"CAXIAS DO SUL";"RS";"Brasil";-;-;"https://www.bancomoneo.com.br";"Autorizada em Atividade";
2801938;"BANCO MORGAN STANLEY S.A.";"AV  BRIGADEIRO FARIA LIMA  3 600";"6  ANDAR E 8  ANDAR";"ITAIM BIBI";"04538132";"SAO PAULO";"SP";"Brasil";-;-;"https://www.morganstanley.com.br";"Autorizada em Atividade";
60498557;"BANCO MUFG BRASIL S.A.";"AVENIDA PAULISTA  1274";-;"BELA VISTA";"01310925";"SAO PAULO";"SP";"Brasil";-;-;"https://www.br.bk.mufg.jp";"Autorizada em Atividade";
33657248;"BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL";"AVENIDA REPUBLICA DO CHILE, 100";-;"CENTRO";"20031917";"RIO DE JANEIRO";"RJ";"Brasil";-;-;"https://www.bndes.gov.br";"Autorizada em Atividade";
33222241;"BANCO NACIONAL DE INVESTIMENTOS S.A.";"Avenida Rio Branco, 115";"20º andar, sala 2033";"Centro";"20040004";"RIO DE JANEIRO";"RJ";"Brasil";-;-;-;"Autorizada em Atividade";
17157777;"BANCO NACIONAL S.A.";"Avenida Rio Branco, 115";"20º andar, sala 2033";"Centro";"20040004";"RIO DE JANEIRO";"RJ";"Brasil";-;-;-;"Autorizada em Atividade";
92894922;"BANCO ORIGINAL S.A.";"RUA PORTO UNIAO  295";-;"BROOKLIN";"04568020";"SAO PAULO";"SP";"Brasil";-;-;"https://www.original.com.br";"Autorizada em Atividade";
28517628;"BANCO PACCAR S.A.";"AV SENADOR FLAVIO CARVALHO GUIMARAES  6000";"2 ANDAR   PARTE";"BOA VISTA";"84072190";"PONTA GROSSA";"PR";"Brasil";-;-;"https://www.paccarfinancial.com.br";"Autorizada em Atividade";
59285411;"BANCO PAN S.A.";"AV  PAULISTA  1374";"7, 8, 15, 16, 17 E 18  ANDARES";"BELA VISTA";"01310916";"SAO PAULO";"SP";"Brasil";-;-;"https://bit.ly/chatouvidoria_bancopan";"Autorizada em Atividade";
61820817;"BANCO PAULISTA S.A.";"AV.BRIGADEIRO FARIA LIMA, 1355";"2 ANDAR";"JARDIM PAULISTANO";"01452919";"SAO PAULO";"SP";"Brasil";-;-;"https://www.bancopaulista.com.br";"Autorizada em Atividade";
62144175;"BANCO PINE S.A.";"AV PRESIDENTE JK, 1.830 - SL 54, 61, 62, 63 E 64";"ANDAR 5 E 6 BLOCOS 1 A 4 COND. ED. SÃO LUIZ";"VILA NOVA CONCEICAO";"04543900";"SAO PAULO";"SP";"Brasil";-;-;"https://www.pine.com";"Autorizada em Atividade";
40429946;"BANCO PORTO REAL DE INVESTIMENTOS S.A";"RUA 4 , NUMERO 670";"SALA 03";"CENTRO";"27570000";"PORTO REAL";"RJ";"Brasil";-;-;-;"Autorizada em Atividade";
1023570;"BANCO RABOBANK INTERNATIONAL BRASIL S.A.";"AVENIDA DOUTOR CHUCRI ZAIDAN, N. 1240";"14° E 15° ANDARES";"VILA SÃO FRANCISCO";"04711130";"SAO PAULO";"SP";"Brasil";-;-;"https://www.rabobank.com.br";"Autorizada em Atividade";
